node_id,sub_node_id,utm_x,utm_y,its800_ip,cameras,radar
18000035,18000035,747362.27,3284655.87,100.100.54.159,"[{'ip': '100.100.54.34', 'name': '中焦', 'utm_x': 747362.27, 'utm_y': 3284655.87, 'coverage': '[{""utmX"":747348.15,""utmY"":3284624.64},{""utmX"":747338.98,""utmY"":3284637.17},{""utmX"":747216.23,""utmY"":3284550.99},{""utmX"":747225.24,""utmY"":3284538.31}]'}, {'ip': '100.100.54.35', 'name': '长焦', 'utm_x': 747362.27, 'utm_y': 3284655.87, 'coverage': '[{""utmX"":747251.16,""utmY"":3284554.93},{""utmX"":747240.93,""utmY"":3284568.0},{""utmX"":747015.59,""utmY"":3284418.91},{""utmX"":747024.94,""utmY"":3284405.17}]'}]","[{'ip': '100.100.54.36', 'name': '雷达', 'utm_x': 747362.27, 'utm_y': 3284655.87, 'coverage': ''}, {'ip': '100.100.54.37', 'name': '雷达', 'utm_x': 747362.27, 'utm_y': 3284655.87, 'coverage': ''}]"
18000036,18000036,747059.95,3284449.69,100.100.54.161,"[{'ip': '100.100.54.39', 'name': '中焦', 'utm_x': 747059.95, 'utm_y': 3284449.69, 'coverage': '[{""utmX"":747043.93,""utmY"":3284417.98},{""utmX"":747034.8,""utmY"":3284431.61},{""utmX"":746932.68,""utmY"":3284368.97},{""utmX"":746941.62,""utmY"":3284354.68}]'}, {'ip': '100.100.54.40', 'name': '长焦', 'utm_x': 747059.95, 'utm_y': 3284449.69, 'coverage': '[{""utmX"":746967.42,""utmY"":3284370.51},{""utmX"":746958.14,""utmY"":3284384.66},{""utmX"":746920.19,""utmY"":3284361.52},{""utmX"":746870.53,""utmY"":3284331.73},{""utmX"":746769.19,""utmY"":3284273.29},{""utmX"":746681.27,""utmY"":3284223.65},{""utmX"":746689.48,""utmY"":3284209.51},{""utmX"":746780.71,""utmY"":3284260.73},{""utmX"":746835.1,""utmY"":3284291.53},{""utmX"":746890.31,""utmY"":3284323.78}]'}]","[{'ip': '100.100.54.41', 'name': '雷达', 'utm_x': 747059.95, 'utm_y': 3284449.69, 'coverage': ''}, {'ip': '100.100.54.42', 'name': '雷达', 'utm_x': 747059.95, 'utm_y': 3284449.69, 'coverage': ''}]"
18000037,18000037,746723.3,3284248.39,100.100.54.162,"[{'ip': '100.100.54.44', 'name': '中焦', 'utm_x': 746723.3, 'utm_y': 3284248.39, 'coverage': '[{""utmX"":746705.41,""utmY"":3284218.92},{""utmX"":746698.12,""utmY"":3284232.17},{""utmX"":746579.96,""utmY"":3284166.9},{""utmX"":746587.38,""utmY"":3284153.51}]'}, {'ip': '100.100.54.45', 'name': '长焦', 'utm_x': 746723.3, 'utm_y': 3284248.39, 'coverage': '[{""utmX"":746613.69,""utmY"":3284168.08},{""utmX"":746606.04,""utmY"":3284181.48},{""utmX"":746534.63,""utmY"":3284141.72},{""utmX"":746411.31,""utmY"":3284072.71},{""utmX"":746368.18,""utmY"":3284047.35},{""utmX"":746329.57,""utmY"":3284024.1},{""utmX"":746306.36,""utmY"":3284009.5},{""utmX"":746314.4,""utmY"":3283996.74},{""utmX"":746346.66,""utmY"":3284016.79},{""utmX"":746398.0,""utmY"":3284047.36},{""utmX"":746445.87,""utmY"":3284074.73},{""utmX"":746498.53,""utmY"":3284104.17},{""utmX"":746557.69,""utmY"":3284137.03}]'}]","[{'ip': '100.100.54.46', 'name': '雷达', 'utm_x': 746723.3, 'utm_y': 3284248.39, 'coverage': ''}, {'ip': '100.100.54.47', 'name': '雷达', 'utm_x': 746723.3, 'utm_y': 3284248.39, 'coverage': ''}]"
18000038,18000038,746350.18,3284038.99,100.100.54.163,"[{'ip': '100.100.54.49', 'name': '中焦', 'utm_x': 746350.18, 'utm_y': 3284038.99, 'coverage': '[{""utmX"":746332.18,""utmY"":3284008.93},{""utmX"":746324.73,""utmY"":3284020.98},{""utmX"":746271.31,""utmY"":3283987.22},{""utmX"":746220.26,""utmY"":3283951.95},{""utmX"":746228.45,""utmY"":3283940.01},{""utmX"":746254.95,""utmY"":3283958.4},{""utmX"":746281.0,""utmY"":3283976.01}]'}, {'ip': '100.100.54.50', 'name': '长焦', 'utm_x': 746350.18, 'utm_y': 3284038.99, 'coverage': '[{""utmX"":746252.89,""utmY"":3283957.27},{""utmX"":746245.06,""utmY"":3283969.69},{""utmX"":746178.55,""utmY"":3283922.12},{""utmX"":746127.3,""utmY"":3283882.83},{""utmX"":746136.72,""utmY"":3283871.05},{""utmX"":746192.01,""utmY"":3283913.38}]'}]","[{'ip': '100.100.54.51', 'name': '雷达', 'utm_x': 746350.18, 'utm_y': 3284038.99, 'coverage': ''}, {'ip': '100.100.54.52', 'name': '雷达', 'utm_x': 746350.18, 'utm_y': 3284038.99, 'coverage': ''}]"
18000039,18000039,746166.3,3283914.58,100.100.54.164,"[{'ip': '100.100.54.54', 'name': '中焦', 'utm_x': 746166.3, 'utm_y': 3283914.58, 'coverage': '[{""utmX"":746155.97,""utmY"":3283886.34},{""utmX"":746147.04,""utmY"":3283897.63},{""utmX"":746117.91,""utmY"":3283875.2},{""utmX"":746080.63,""utmY"":3283844.51},{""utmX"":746090.7,""utmY"":3283832.78}]'}, {'ip': '100.100.54.55', 'name': '长焦', 'utm_x': 746166.3, 'utm_y': 3283914.58, 'coverage': '[{""utmX"":746117.2,""utmY"":3283855.02},{""utmX"":746107.91,""utmY"":3283866.36},{""utmX"":746040.13,""utmY"":3283809.7},{""utmX"":746003.49,""utmY"":3283776.26},{""utmX"":745964.37,""utmY"":3283737.97},{""utmX"":745920.58,""utmY"":3283693.17},{""utmX"":745876.61,""utmY"":3283645.25},{""utmX"":745844.36,""utmY"":3283608.15},{""utmX"":745856.45,""utmY"":3283598.26},{""utmX"":745896.58,""utmY"":3283644.34},{""utmX"":745931.76,""utmY"":3283682.72},{""utmX"":745972.98,""utmY"":3283724.5},{""utmX"":746012.65,""utmY"":3283762.88},{""utmX"":746050.58,""utmY"":3283797.51}]'}]","[{'ip': '100.100.54.56', 'name': '雷达', 'utm_x': 746166.3, 'utm_y': 3283914.58, 'coverage': ''}, {'ip': '100.100.54.57', 'name': '雷达', 'utm_x': 746166.3, 'utm_y': 3283914.58, 'coverage': ''}]"
18000040,18000040,745879.15,3283650.4,100.100.54.166,"[{'ip': '100.100.54.59', 'name': '中焦', 'utm_x': 745879.15, 'utm_y': 3283650.4, 'coverage': '[{""utmX"":745872.06,""utmY"":3283616.21},{""utmX"":745860.12,""utmY"":3283626.09},{""utmX"":745789.94,""utmY"":3283542.04},{""utmX"":745803.61,""utmY"":3283532.15}]'}, {'ip': '100.100.54.60', 'name': '长焦', 'utm_x': 745879.15, 'utm_y': 3283650.4, 'coverage': '[{""utmX"":745822.06,""utmY"":3283555.28},{""utmX"":745809.58,""utmY"":3283565.31},{""utmX"":745709.99,""utmY"":3283439.17},{""utmX"":745726.76,""utmY"":3283426.7}]'}]","[{'ip': '100.100.54.61', 'name': '雷达', 'utm_x': 745879.15, 'utm_y': 3283650.4, 'coverage': ''}, {'ip': '100.100.54.62', 'name': '雷达', 'utm_x': 745879.15, 'utm_y': 3283650.4, 'coverage': ''}]"
18000041,18000041,745742.59,3283478.7,100.100.54.167,"[{'ip': '100.100.54.64', 'name': '中焦', 'utm_x': 745742.59, 'utm_y': 3283478.7, 'coverage': '[{""utmX"":745737.89,""utmY"":3283442.42},{""utmX"":745724.04,""utmY"":3283451.28},{""utmX"":745641.52,""utmY"":3283326.11},{""utmX"":745655.85,""utmY"":3283316.97}]'}, {'ip': '100.100.54.65', 'name': '长焦', 'utm_x': 745742.59, 'utm_y': 3283478.7, 'coverage': '[{""utmX"":745672.8,""utmY"":3283344.27},{""utmX"":745658.79,""utmY"":3283352.51},{""utmX"":745515.25,""utmY"":3283122.16},{""utmX"":745528.62,""utmY"":3283113.75}]'}]","[{'ip': '100.100.54.66', 'name': '雷达', 'utm_x': 745742.59, 'utm_y': 3283478.7, 'coverage': ''}]"
18000042,18000042,745543.63,3283171.24,100.100.54.168,"[{'ip': '100.100.54.68', 'name': '中焦', 'utm_x': 745543.63, 'utm_y': 3283171.24, 'coverage': '[{""utmX"":745543.53,""utmY"":3283136.37},{""utmX"":745529.55,""utmY"":3283144.53},{""utmX"":745476.25,""utmY"":3283059.98},{""utmX"":745490.49,""utmY"":3283050.93}]'}, {'ip': '100.100.54.69', 'name': '长焦', 'utm_x': 745543.63, 'utm_y': 3283171.24, 'coverage': '[{""utmX"":745506.68,""utmY"":3283077.05},{""utmX"":745492.38,""utmY"":3283085.38},{""utmX"":745394.56,""utmY"":3282928.17},{""utmX"":745408.26,""utmY"":3282920.05}]'}]","[{'ip': '100.100.54.70', 'name': '雷达', 'utm_x': 745543.63, 'utm_y': 3283171.24, 'coverage': ''}, {'ip': '100.100.54.71', 'name': '雷达', 'utm_x': 745543.63, 'utm_y': 3283171.24, 'coverage': ''}]"
18000043,18000043,745419.28,3282970.12,100.100.54.169,"[{'ip': '100.100.54.73', 'name': '中焦', 'utm_x': 745419.28, 'utm_y': 3282970.12, 'coverage': '[{""utmX"":745420.51,""utmY"":3282938.69},{""utmX"":745406.32,""utmY"":3282946.82},{""utmX"":745337.34,""utmY"":3282836.45},{""utmX"":745351.17,""utmY"":3282827.46}]'}, {'ip': '100.100.54.74', 'name': '长焦', 'utm_x': 745419.28, 'utm_y': 3282970.12, 'coverage': '[{""utmX"":745367.46,""utmY"":3282853.76},{""utmX"":745353.56,""utmY"":3282862.33},{""utmX"":745241.91,""utmY"":3282683.95},{""utmX"":745256.39,""utmY"":3282675.29}]'}]","[{'ip': '100.100.54.75', 'name': '雷达', 'utm_x': 745419.28, 'utm_y': 3282970.12, 'coverage': ''}]"
18000044,18000044,745265.75,3282723.69,100.100.54.171,"[{'ip': '100.100.54.77', 'name': '中焦', 'utm_x': 745265.75, 'utm_y': 3282723.69, 'coverage': '[{""utmX"":745266.88,""utmY"":3282692.17},{""utmX"":745252.1,""utmY"":3282700.63},{""utmX"":745183.64,""utmY"":3282590.47},{""utmX"":745197.91,""utmY"":3282581.25}]'}, {'ip': '100.100.54.78', 'name': '长焦', 'utm_x': 745265.75, 'utm_y': 3282723.69, 'coverage': '[{""utmX"":745214.1,""utmY"":3282607.32},{""utmX"":745199.33,""utmY"":3282615.74},{""utmX"":745024.23,""utmY"":3282335.63},{""utmX"":745039.13,""utmY"":3282326.53}]'}]","[{'ip': '100.100.54.79', 'name': '雷达', 'utm_x': 745265.75, 'utm_y': 3282723.69, 'coverage': ''}, {'ip': '100.100.54.80', 'name': '雷达', 'utm_x': 745265.75, 'utm_y': 3282723.69, 'coverage': ''}]"
18000045,18000045,745050.18,3282379.13,100.100.54.172,"[{'ip': '100.100.54.82', 'name': '中焦', 'utm_x': 745050.18, 'utm_y': 3282379.13, 'coverage': '[{""utmX"":745049.43,""utmY"":3282344.54},{""utmX"":745035.11,""utmY"":3282353.26},{""utmX"":744972.59,""utmY"":3282262.86},{""utmX"":744985.96,""utmY"":3282252.75},{""utmX"":745027.72,""utmY"":3282311.78}]'}, {'ip': '100.100.54.83', 'name': '长焦', 'utm_x': 745050.18, 'utm_y': 3282379.13, 'coverage': '[{""utmX"":745003.69,""utmY"":3282277.16},{""utmX"":744989.15,""utmY"":3282286.64},{""utmX"":744903.13,""utmY"":3282170.94},{""utmX"":744915.53,""utmY"":3282159.62},{""utmX"":744959.04,""utmY"":3282216.27},{""utmX"":744984.22,""utmY"":3282249.7}]'}]","[{'ip': '100.100.54.84', 'name': '雷达', 'utm_x': 745050.18, 'utm_y': 3282379.13, 'coverage': ''}, {'ip': '100.100.54.85', 'name': '雷达', 'utm_x': 745050.18, 'utm_y': 3282379.13, 'coverage': ''}]"
18000046,18000046,744936.79,3282217.37,100.100.54.173,"[{'ip': '100.100.54.87', 'name': '中焦', 'utm_x': 744936.79, 'utm_y': 3282217.37, 'coverage': '[{""utmX"":744933.05,""utmY"":3282182.13},{""utmX"":744919.71,""utmY"":3282192.66},{""utmX"":744858.64,""utmY"":3282119.94},{""utmX"":744872.05,""utmY"":3282108.5}]'}, {'ip': '100.100.54.88', 'name': '长焦', 'utm_x': 744936.79, 'utm_y': 3282217.37, 'coverage': '[{""utmX"":744892.89,""utmY"":3282131.15},{""utmX"":744878.43,""utmY"":3282142.58},{""utmX"":744773.42,""utmY"":3282027.99},{""utmX"":744787.05,""utmY"":3282014.73}]'}]","[{'ip': '100.100.54.89', 'name': '雷达', 'utm_x': 744936.79, 'utm_y': 3282217.37, 'coverage': ''}]"
18000047,18000047,744806.09,3282069.03,100.100.54.174,"[{'ip': '100.100.54.91', 'name': '中焦', 'utm_x': 744806.09, 'utm_y': 3282069.03, 'coverage': '[{""utmX"":744802.93,""utmY"":3282032.14},{""utmX"":744789.88,""utmY"":3282044.04},{""utmX"":744694.99,""utmY"":3281948.72},{""utmX"":744706.89,""utmY"":3281936.39}]'}, {'ip': '100.100.54.92', 'name': '长焦', 'utm_x': 744806.09, 'utm_y': 3282069.03, 'coverage': '[{""utmX"":744728.39,""utmY"":3281957.17},{""utmX"":744715.92,""utmY"":3281969.79},{""utmX"":744598.32,""utmY"":3281853.49},{""utmX"":744610.93,""utmY"":3281841.59}]'}]","[{'ip': '100.100.54.93', 'name': '雷达', 'utm_x': 744806.09, 'utm_y': 3282069.03, 'coverage': ''}]"
18000048,18000048,744632.81,3281890.24,100.100.54.176,"[{'ip': '100.100.54.95', 'name': '中焦', 'utm_x': 744632.81, 'utm_y': 3281890.24, 'coverage': '[{""utmX"":744625.87,""utmY"":3281855.43},{""utmX"":744612.68,""utmY"":3281868.21},{""utmX"":744536.16,""utmY"":3281789.43},{""utmX"":744550.18,""utmY"":3281777.05}]'}, {'ip': '100.100.54.96', 'name': '长焦', 'utm_x': 744632.81, 'utm_y': 3281890.24, 'coverage': '[{""utmX"":744569.57,""utmY"":3281798.92},{""utmX"":744555.8,""utmY"":3281811.36},{""utmX"":744461.09,""utmY"":3281699.95},{""utmX"":744477.58,""utmY"":3281688.53}]'}]","[{'ip': '100.100.54.97', 'name': '雷达', 'utm_x': 744632.81, 'utm_y': 3281890.24, 'coverage': ''}, {'ip': '100.100.54.98', 'name': '雷达', 'utm_x': 744632.81, 'utm_y': 3281890.24, 'coverage': ''}]"
18000049,18000049,744493.27,3281739.71,100.100.54.177,"[{'ip': '100.100.54.100', 'name': '中焦', 'utm_x': 744493.27, 'utm_y': 3281739.71, 'coverage': '[{""utmX"":744488.95,""utmY"":3281705.82},{""utmX"":744473.57,""utmY"":3281716.07},{""utmX"":744389.07,""utmY"":3281592.65},{""utmX"":744405.02,""utmY"":3281583.15}]'}, {'ip': '100.100.54.101', 'name': '长焦', 'utm_x': 744493.27, 'utm_y': 3281739.71, 'coverage': '[{""utmX"":744420.4,""utmY"":3281608.22},{""utmX"":744404.03,""utmY"":3281617.19},{""utmX"":744307.57,""utmY"":3281439.42},{""utmX"":744324.85,""utmY"":3281431.63}]'}]","[{'ip': '100.100.54.102', 'name': '雷达', 'utm_x': 744493.27, 'utm_y': 3281739.71, 'coverage': ''}]"
18000050,18000050,744335.88,3281491.58,100.100.54.178,"[{'ip': '100.100.54.104', 'name': '中焦', 'utm_x': 744335.88, 'utm_y': 3281491.58, 'coverage': '[{""utmX"":744337.52,""utmY"":3281456.77},{""utmX"":744321.88,""utmY"":3281464.72},{""utmX"":744256.29,""utmY"":3281329.6},{""utmX"":744272.45,""utmY"":3281321.78}]'}, {'ip': '100.100.54.105', 'name': '长焦', 'utm_x': 744335.88, 'utm_y': 3281491.58, 'coverage': '[{""utmX"":744285.09,""utmY"":3281348.89},{""utmX"":744269.45,""utmY"":3281356.97},{""utmX"":744216.8,""utmY"":3281248.95},{""utmX"":744233.22,""utmY"":3281240.88}]'}]","[{'ip': '100.100.54.106', 'name': '雷达', 'utm_x': 744335.88, 'utm_y': 3281491.58, 'coverage': ''}, {'ip': '100.100.54.107', 'name': '雷达', 'utm_x': 744335.88, 'utm_y': 3281491.58, 'coverage': ''}]"
18000051,18000051,744242.84,3281304.84,100.100.54.179,"[{'ip': '100.100.54.109', 'name': '中焦', 'utm_x': 744242.84, 'utm_y': 3281304.84, 'coverage': '[{""utmX"":744246.83,""utmY"":3281269.74},{""utmX"":744231.0,""utmY"":3281277.32},{""utmX"":744165.04,""utmY"":3281142.5},{""utmX"":744181.75,""utmY"":3281134.7}]'}, {'ip': '100.100.54.110', 'name': '长焦', 'utm_x': 744242.84, 'utm_y': 3281304.84, 'coverage': '[{""utmX"":744196.61,""utmY"":3281161.48},{""utmX"":744177.96,""utmY"":3281169.76},{""utmX"":744056.68,""utmY"":3280928.57},{""utmX"":744073.84,""utmY"":3280919.21}]'}]","[{'ip': '100.100.54.111', 'name': '雷达', 'utm_x': 744242.84, 'utm_y': 3281304.84, 'coverage': ''}, {'ip': '100.100.54.112', 'name': '雷达', 'utm_x': 744242.84, 'utm_y': 3281304.84, 'coverage': ''}]"
18000052,18000052,744079.93,3280972.72,100.100.54.181,"[{'ip': '100.100.54.114', 'name': '中焦', 'utm_x': 744079.93, 'utm_y': 3280972.72, 'coverage': '[{""utmX"":744079.99,""utmY"":3280934.76},{""utmX"":744065.41,""utmY"":3280941.87},{""utmX"":743997.02,""utmY"":3280825.77},{""utmX"":744011.8,""utmY"":3280817.52}]'}, {'ip': '100.100.54.115', 'name': '长焦', 'utm_x': 744079.93, 'utm_y': 3280972.72, 'coverage': '[{""utmX"":744027.33,""utmY"":3280843.3},{""utmX"":744012.86,""utmY"":3280851.38},{""utmX"":743951.56,""utmY"":3280754.53},{""utmX"":743965.81,""utmY"":3280745.8}]'}]","[{'ip': '100.100.54.116', 'name': '雷达', 'utm_x': 744079.93, 'utm_y': 3280972.72, 'coverage': ''}, {'ip': '100.100.54.117', 'name': '雷达', 'utm_x': 744079.93, 'utm_y': 3280972.72, 'coverage': ''}]"
